Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Faraday Future,FF 91,2019,Nickel-Manganese-Cobalt,29.5,130,Nacs,5.6,88110.14,Electric Blue,Mexico,2,0.0,4.0,13065,3,0,Premium ($80K–$110K),4.407,677.77,High,1151158979.1,Mid (2019-2021)
Citroen,ë-Spacetourer,2023,Lead-Acid,33.8,223,Vehicle-To-Home (V2H),1.9,83951.52,Charcoal,France,3,0.0,4.0,8135,3,0,Premium ($80K–$110K),6.598,376.46,High,682945615.2,Recent (2022-2025)
Canoo,Pickup,2024,Lithium-Titanate,60.7,490,Nacs,6.2,91766.98,Champagne,Poland,0,0.0,3.0,7049,5,1,Premium ($80K–$110K),8.072,187.28,Top,646865442.02,Recent (2022-2025)
Fisker,Ocean,2015,Lithium-Sulfur,84.3,551,Vehicle-To-Load (V2L),3.8,30981.29,Yellow,Vietnam,3,0.0,4.0,11991,3,1,Budget (<$50K),6.536,56.23,High,371496648.39,Early (2015-2018)
Xpeng,P7,2024,Lead-Acid,45.3,383,Solar Charging,1.3,90510.66,Stealth Gray,United Arab Emirates,4,0.0,3.0,12907,4,0,Premium ($80K–$110K),8.455,236.32,Top,1168221088.6200001,Recent (2022-2025)
Vinfast,VF 8,2023,Sodium-Ion,118.1,201,Plug-In Hydrogen Refueling,6.3,35436.4,Gray,Mexico,4,0.0,5.0,4580,4,0,Budget (<$50K),1.702,176.3,Low,162298712.0,Recent (2022-2025)
Gmc,Hummer EV SUV,2017,Nickel-Cobalt-Aluminum,148.8,478,Solar Charging,7.3,90877.8,Graphite Gray,Saudi Arabia,4,0.0,4.0,10854,5,1,Premium ($80K–$110K),3.212,190.12,Medium,986387641.2,Early (2015-2018)
Jaguar,I-PACE,2024,Lithium-Sulfur,123.6,471,Level 1 Charging,7.4,61863.65,Ruby Red,Israel,5,0.0,5.0,12458,3,1,Mid ($50K–$80K),3.811,131.35,Medium,770697351.7,Recent (2022-2025)
Canoo,MPDV,2018,Lithium-Ion,94.4,458,Ccs,2.7,82924.63,Tan,Sweden,1,0.0,4.0,2040,5,1,Premium ($80K–$110K),4.852,181.06,High,169166245.20000002,Early (2015-2018)
Volkswagen,ID.7,2018,Lead-Acid,62.3,439,Vehicle-To-Load (V2L),6.5,67650.31,Midnight Black,Australia,2,0.0,5.0,8662,5,1,Mid ($50K–$80K),7.047,154.1,Top,585986985.22,Early (2015-2018)
Great Wall Motors,ORA Good Cat,2018,Lithium-Sulfur,92.6,215,Solar Charging,9.4,114588.11,Ice Silver,Russia,2,0.0,5.0,8960,4,0,Luxury (>$110K),2.322,532.97,Low,1026709465.6,Early (2015-2018)
Jaguar,I-PACE,2021,Calcium-Ion,64.9,495,Chademo,3.8,64515.64,Cosmic Purple,Uk,3,0.0,3.0,6621,5,1,Mid ($50K–$80K),7.627,130.33,Top,427158052.44,Mid (2019-2021)
Toyota,Lexus UX 300e,2019,Nickel-Metal Hydride,34.2,479,Ultra-Fast Charging (350 Kw+),3.3,110380.08,Matte Black,Austria,0,0.0,4.0,3294,5,1,Luxury (>$110K),14.006,230.44,Top,363591983.52,Mid (2019-2021)
Opel,Corsa-e,2015,Lead-Acid,147.1,180,Vehicle-To-Grid (V2G),8.0,135677.69,Aurora Blue,New Zealand,2,0.0,3.0,18813,3,0,Luxury (>$110K),1.224,753.76,Low,2552504381.9700003,Early (2015-2018)
Maserati,Grecale Folgore,2017,Nickel-Cobalt-Aluminum,134.7,190,Level 2 Charging,12.0,77639.35,Champagne,Norway,2,0.0,4.0,18610,5,0,Mid ($50K–$80K),1.411,408.63,Low,1444868303.5,Early (2015-2018)
Kia,EV6,2019,Nickel-Manganese-Cobalt,148.6,378,Vehicle-To-Load (V2L),10.7,46103.99,Graphite Gray,Australia,0,0.0,5.0,8430,5,0,Budget (<$50K),2.544,121.97,Low,388656635.7,Mid (2019-2021)
Porsche,Taycan,2020,Magnesium-Ion,58.4,445,Inductive (Wireless) Charging,2.5,132737.58,Cream,Vietnam,0,0.0,4.0,4607,4,1,Luxury (>$110K),7.62,298.29,Top,611522031.06,Mid (2019-2021)
Rimac,Nevera,2015,Lithium-Sulfur,69.9,328,Battery Swapping,11.5,66233.5,Volcanic Yellow,Singapore,3,0.0,3.0,3873,4,0,Mid ($50K–$80K),4.692,201.93,High,256522345.5,Early (2015-2018)
Subaru,Solterra,2021,Flow Batteries,85.3,558,Solar Charging,8.4,106645.36,Copper,Argentina,1,0.0,4.0,19848,4,1,Premium ($80K–$110K),6.542,191.12,High,2116697105.28,Mid (2019-2021)
Li Auto,MEGA,2023,Magnesium-Ion,106.3,211,Ultra-Fast Charging (350 Kw+),8.3,101497.74,Burgundy,Uk,4,0.0,4.0,18486,3,0,Premium ($80K–$110K),1.985,481.03,Low,1876287221.64,Recent (2022-2025)
Bmw,iX1,2023,Lithium-Iron Phosphate,94.5,176,Nacs,4.3,92440.98,Orange,Switzerland,3,0.0,3.0,14858,3,0,Premium ($80K–$110K),1.862,525.23,Low,1373488080.84,Recent (2022-2025)
Mg,MG ES5,2022,Zinc-Air,27.5,336,Solar Charging,8.8,77513.85,Platinum,Usa,4,0.0,5.0,2089,5,0,Mid ($50K–$80K),12.218,230.7,Top,161926432.65,Recent (2022-2025)
Bmw,i3,2022,Lithium-Ion,57.3,192,Chademo,9.3,147399.99,Ruby Red,Indonesia,3,0.0,4.0,12309,3,0,Luxury (>$110K),3.351,767.71,Medium,1814346476.9099998,Recent (2022-2025)
Skoda,Elroq (upcoming),2023,Nickel-Metal Hydride,105.0,278,Ccs,2.6,94471.02,Matte Black,Italy,1,0.0,4.0,15171,5,0,Premium ($80K–$110K),2.648,339.82,Medium,1433219844.42,Recent (2022-2025)
Renault,Kangoo E-Tech,2023,Nickel-Cobalt-Aluminum,127.0,226,Vehicle-To-Home (V2H),4.5,63077.97,Volcanic Yellow,Canada,3,0.0,3.0,7886,3,0,Mid ($50K–$80K),1.78,279.11,Low,497432871.42,Recent (2022-2025)
Audi,e-tron,2024,Lithium-Ion,78.0,444,Level 2 Charging,3.3,35308.41,Candy Apple Red,Austria,0,0.0,3.0,18877,4,1,Budget (<$50K),5.692,79.52,High,666516855.57,Recent (2022-2025)
Ferrari,Ferrari EV (2025+),2025,Calcium-Ion,61.7,254,Chademo,11.8,92550.13,Tan,Poland,4,0.0,3.0,13998,5,0,Premium ($80K–$110K),4.117,364.37,High,1295516719.74,Recent (2022-2025)
Mahindra,XUV400,2020,Flow Batteries,107.3,502,Mobile Charging,8.5,78991.1,Magenta,India,4,0.0,4.0,4730,4,1,Mid ($50K–$80K),4.678,157.35,High,373627903.0,Mid (2019-2021)
Bmw,iX1,2021,Nickel-Cobalt-Aluminum,92.4,168,Plug-In Hydrogen Refueling,3.3,54400.41,Ruby Red,Uk,2,0.0,3.0,1688,4,0,Mid ($50K–$80K),1.818,323.81,Low,91827892.08000001,Mid (2019-2021)
Nio,ET5,2016,Lithium-Iron Phosphate,124.6,400,Inductive (Wireless) Charging,6.0,134336.86,Pink,Poland,0,0.0,5.0,3844,5,1,Luxury (>$110K),3.21,335.84,Medium,516390889.84,Early (2015-2018)
Citroen,ë-Spacetourer,2018,Lithium-Titanate,98.6,204,Plug-In Hydrogen Refueling,11.0,96249.52,Navy Blue,Czech Republic,4,0.0,4.0,16803,4,0,Premium ($80K–$110K),2.069,471.81,Low,1617280684.5600002,Early (2015-2018)
Changan,SL03,2022,Magnesium-Ion,129.2,568,Inductive (Wireless) Charging,4.8,79671.62,Matte Green,Austria,0,0.0,5.0,13683,4,1,Mid ($50K–$80K),4.396,140.27,High,1090146776.46,Recent (2022-2025)
Ford,F-150 Lightning,2020,Lithium-Iron Phosphate,69.4,526,Ultra-Fast Charging (350 Kw+),6.2,108552.96,Sky Blue,Mexico,3,0.0,4.0,15100,3,1,Premium ($80K–$110K),7.579,206.37,Top,1639149696.0,Mid (2019-2021)
Renault,Scenic E-Tech,2017,Nickel-Metal Hydride,113.6,350,Nacs,11.0,95056.42,Ruby Red,South Korea,0,0.0,3.0,13513,3,0,Premium ($80K–$110K),3.081,271.59,Medium,1284497403.46,Early (2015-2018)
Acura,ZDX (with GM Ultium),2016,Lithium-Titanate,39.6,211,Vehicle-To-Home (V2H),4.8,104140.23,Lime Green,Finland,5,0.0,4.0,18076,4,0,Premium ($80K–$110K),5.328,493.56,High,1882438797.48,Early (2015-2018)
Tesla,Model S,2023,Lithium-Titanate,55.7,600,Solar Charging,0.7,127578.87,Sky Blue,Vietnam,1,0.0,4.0,4879,3,1,Luxury (>$110K),10.772,212.63,Top,622457306.73,Recent (2022-2025)
Lucid Motors,Lucid DreamDrive,2023,Lithium-Sulfur,126.0,236,Plug-In Hydrogen Refueling,1.4,145115.74,Sunset Orange,Singapore,5,0.0,3.0,1038,3,0,Luxury (>$110K),1.873,614.9,Low,150630138.12,Recent (2022-2025)
Xpeng,P5,2021,Lead-Acid,81.9,426,Level 1 Charging,8.6,39922.33,Rose Gold,Vietnam,2,0.0,3.0,17306,3,1,Budget (<$50K),5.201,93.71,High,690895842.98,Mid (2019-2021)
Volvo,C40 Recharge,2024,Nickel-Manganese-Cobalt,55.2,573,Dc Fast Charging (Dcfc),8.4,63644.76,Matte White,Singapore,1,0.0,3.0,19235,3,1,Mid ($50K–$80K),10.38,111.07,Top,1224206958.6000001,Recent (2022-2025)
Citroen,Ami,2021,Aluminum-Ion,30.0,183,Ultra-Fast Charging (350 Kw+),7.0,131933.09,Sky Blue,Saudi Arabia,5,0.0,5.0,2569,5,0,Luxury (>$110K),6.1,720.95,High,338936108.21,Mid (2019-2021)
Peugeot,e-3008,2015,Solid-State,76.8,529,Dc Fast Charging (Dcfc),4.4,122280.68,Gun Metal,Thailand,2,0.0,4.0,16076,3,1,Luxury (>$110K),6.888,231.15,Top,1965784211.6799998,Early (2015-2018)
Fisker,Pear (upcoming),2021,Nickel-Metal Hydride,108.4,438,Plug-In Hydrogen Refueling,1.5,104233.91,Cobalt Blue,Belgium,0,0.0,5.0,5055,5,1,Premium ($80K–$110K),4.041,237.98,Medium,526902415.05,Mid (2019-2021)
Nio,ES8,2020,Solid-State,31.9,582,Solar Charging,5.6,121361.58,Yellow,Italy,3,0.0,5.0,13370,3,1,Luxury (>$110K),18.245,208.53,Top,1622604324.6,Mid (2019-2021)
Nissan,Leaf,2020,Lead-Acid,32.1,406,Mobile Charging,10.4,31480.87,Tan,India,5,0.0,3.0,18741,5,1,Budget (<$50K),12.648,77.54,Top,589982984.67,Mid (2019-2021)
Mercedes-Benz,EQS SUV,2017,Nickel-Metal Hydride,55.0,237,Vehicle-To-Load (V2L),2.2,50064.89,Bronze,Indonesia,0,0.0,5.0,16246,5,0,Mid ($50K–$80K),4.309,211.24,High,813354202.9399999,Early (2015-2018)
Gmc,Hummer EV Pickup,2022,Solid-State,37.6,103,Plug-In Hydrogen Refueling,4.3,104423.06,Cobalt Blue,Mexico,3,0.0,5.0,4460,4,0,Premium ($80K–$110K),2.739,1013.82,Medium,465726847.59999996,Recent (2022-2025)
Rimac,Nevera,2022,Sodium-Ion,43.1,303,Mobile Charging,3.9,113394.93,Champagne,Singapore,2,0.0,4.0,11960,3,0,Luxury (>$110K),7.03,374.24,Top,1356203362.8,Recent (2022-2025)
Ferrari,SF90 Stradale (PHEV),2024,Lead-Acid,43.4,493,Level 1 Charging,11.5,85394.67,Cosmic Purple,Switzerland,2,0.0,4.0,13406,5,1,Premium ($80K–$110K),11.359,173.21,Top,1144800946.02,Recent (2022-2025)
Mahindra,XUV400,2025,Lithium-Sulfur,51.5,437,Chademo,8.7,124689.21,Red,Malaysia,3,0.0,5.0,13706,5,1,Luxury (>$110K),8.485,285.33,Top,1708990312.26,Recent (2022-2025)
Chevrolet,Volt (PHEV),2023,Zinc-Air,103.0,143,Ccs,9.3,108912.2,Teal,Netherlands,0,0.0,5.0,13094,4,0,Premium ($80K–$110K),1.388,761.62,Low,1426096346.8,Recent (2022-2025)
Vinfast,VF 9,2016,Lithium-Ion,32.8,213,Ultra-Fast Charging (350 Kw+),5.6,76936.1,Navy Blue,Israel,1,0.0,4.0,3425,4,0,Mid ($50K–$80K),6.494,361.2,High,263506142.50000003,Early (2015-2018)
Li Auto,L7,2016,Calcium-Ion,142.3,172,Overhead Pantograph Charging,4.1,84639.92,Electric Blue,South Africa,3,0.0,4.0,10450,3,0,Premium ($80K–$110K),1.209,492.09,Low,884487164.0,Early (2015-2018)
Subaru,Solterra,2016,Lithium-Ion,130.4,431,Ccs,8.3,49722.49,Racing Red,Belgium,4,0.0,4.0,7597,4,1,Budget (<$50K),3.305,115.37,Medium,377741756.53,Early (2015-2018)
Acura,ZDX (with GM Ultium),2017,Flow Batteries,105.5,302,Level 1 Charging,9.0,135971.68,Candy Apple Red,Israel,0,0.0,5.0,2050,5,0,Luxury (>$110K),2.863,450.24,Medium,278741944.0,Early (2015-2018)
Kia,Niro EV,2020,Sodium-Ion,45.6,158,Battery Swapping,8.2,88738.08,Emerald Green,Hungary,4,0.0,4.0,15003,5,0,Premium ($80K–$110K),3.465,561.63,Medium,1331337414.24,Mid (2019-2021)
Porsche,Panamera EV,2024,Zinc-Air,31.0,168,Mobile Charging,1.9,66645.6,Midnight Black,Argentina,4,0.0,5.0,12573,4,0,Mid ($50K–$80K),5.419,396.7,High,837935128.8000001,Recent (2022-2025)
Porsche,Cayenne Electric (upcoming),2025,Lead-Acid,110.1,430,Nacs,6.9,88757.04,Gray,Norway,3,0.0,3.0,15879,3,1,Premium ($80K–$110K),3.906,206.41,Medium,1409373038.1599998,Recent (2022-2025)
Lucid Motors,Lucid Gravity,2023,Lead-Acid,104.9,309,Vehicle-To-Load (V2L),5.3,130787.02,Champagne,Netherlands,3,0.0,4.0,1071,4,0,Luxury (>$110K),2.946,423.26,Medium,140072898.42000002,Recent (2022-2025)
Volvo,EX30,2017,Magnesium-Ion,79.5,480,Vehicle-To-Load (V2L),6.8,43585.32,Orange,Portugal,2,0.0,5.0,14462,5,1,Budget (<$50K),6.038,90.8,High,630330897.84,Early (2015-2018)
Rivian,R1S,2016,Lithium-Titanate,127.9,484,Ultra-Fast Charging (350 Kw+),3.9,149917.52,Candy Apple Red,Spain,0,0.0,3.0,6877,5,1,Luxury (>$110K),3.784,309.75,Medium,1030982785.04,Early (2015-2018)
Jeep,Wagoneer S,2024,Flow Batteries,75.7,415,Chademo,9.5,127623.58,Cobalt Blue,South Korea,4,0.0,4.0,9589,4,1,Luxury (>$110K),5.482,307.53,High,1223782508.6200001,Recent (2022-2025)
Ferrari,Roma PHEV,2023,Aluminum-Ion,108.3,148,Chademo,11.6,124282.93,Blue,Portugal,1,0.0,3.0,10554,3,0,Luxury (>$110K),1.367,839.75,Low,1311682043.22,Recent (2022-2025)
Citroen,Ami,2021,Nickel-Manganese-Cobalt,38.5,423,Battery Swapping,7.7,75020.68,Red,Uk,5,0.0,4.0,14899,4,1,Mid ($50K–$80K),10.987,177.35,Top,1117733111.32,Mid (2019-2021)
Rimac,Nevera,2016,Lithium-Titanate,146.4,425,Overhead Pantograph Charging,10.3,125481.35,Cream,Switzerland,1,0.0,4.0,11067,5,1,Luxury (>$110K),2.903,295.25,Medium,1388702100.45,Early (2015-2018)
Ferrari,SF90 Stradale (PHEV),2024,Calcium-Ion,83.1,275,Level 2 Charging,1.0,105141.54,Titanium,Australia,3,0.0,4.0,22,4,0,Premium ($80K–$110K),3.309,382.33,Medium,2313113.88,Recent (2022-2025)
Lucid Motors,Lucid DreamDrive,2017,Aluminum-Ion,104.5,181,Battery Swapping,1.6,73252.25,Green,Argentina,5,0.0,4.0,7672,4,0,Mid ($50K–$80K),1.732,404.71,Low,561991262.0,Early (2015-2018)
Genesis,GV60,2016,Lithium-Ion,47.7,139,Chademo,7.3,92333.31,Candy Apple Red,Usa,3,0.0,4.0,4331,4,0,Premium ($80K–$110K),2.914,664.27,Medium,399895565.61,Early (2015-2018)
Audi,e-tron GT,2021,Solid-State,115.0,152,Ccs,4.1,135718.68,Gray,India,1,0.0,3.0,17383,5,0,Luxury (>$110K),1.322,892.89,Low,2359197814.44,Mid (2019-2021)
Tesla,Cybertruck,2025,Nickel-Metal Hydride,77.2,469,Inductive (Wireless) Charging,7.7,48164.9,Tan,Finland,1,0.0,3.0,19319,5,1,Budget (<$50K),6.075,102.7,High,930497703.1,Recent (2022-2025)
Nio,ES8,2021,Sodium-Ion,122.8,226,Battery Swapping,7.9,59780.04,Gun Metal,Ireland,2,0.0,5.0,9884,3,0,Mid ($50K–$80K),1.84,264.51,Low,590865915.36,Mid (2019-2021)
Lotus,Evija,2023,Lithium-Iron Phosphate,117.2,251,Level 2 Charging,9.5,125253.36,Forest Green,Russia,1,0.0,5.0,395,4,0,Luxury (>$110K),2.142,499.02,Low,49475077.2,Recent (2022-2025)
Rimac,Nevera,2021,Calcium-Ion,129.1,315,Overhead Pantograph Charging,6.8,50732.44,Aurora Blue,China,3,0.0,3.0,1981,4,0,Mid ($50K–$80K),2.44,161.06,Low,100500963.64,Mid (2019-2021)
Mg,MG5 EV,2025,Lithium-Titanate,85.1,312,Vehicle-To-Grid (V2G),8.6,39891.34,Matte White,Saudi Arabia,2,0.0,4.0,6658,3,0,Budget (<$50K),3.666,127.86,Medium,265596541.71999997,Recent (2022-2025)
Maserati,GranTurismo Folgore,2021,Zinc-Air,102.5,527,Dc Fast Charging (Dcfc),4.1,82498.33,Rose Gold,Belgium,3,0.0,4.0,19950,3,1,Premium ($80K–$110K),5.141,156.54,High,1645841683.5,Mid (2019-2021)
Subaru,Solterra,2016,Lithium-Ion,112.0,459,Level 1 Charging,2.4,144361.94,Matte Black,South Africa,5,0.0,5.0,8806,5,1,Luxury (>$110K),4.098,314.51,High,1271251243.64,Early (2015-2018)
Jaguar,I-PACE,2020,Magnesium-Ion,75.8,368,Dc Fast Charging (Dcfc),3.5,147006.07,Emerald Green,China,4,0.0,5.0,5468,4,0,Luxury (>$110K),4.855,399.47,High,803829190.76,Mid (2019-2021)
Mercedes-Benz,EQA,2016,Aluminum-Ion,94.6,470,Ccs,3.1,91058.99,Silver,Usa,3,0.0,3.0,1158,5,1,Premium ($80K–$110K),4.968,193.74,High,105446310.42,Early (2015-2018)
Faraday Future,FF 91,2018,Sodium-Ion,52.3,568,Mobile Charging,3.6,39346.45,Turquoise,Canada,0,0.0,3.0,13137,3,1,Budget (<$50K),10.86,69.27,Top,516894313.65,Early (2015-2018)
Changan,Deepal S07,2019,Sodium-Ion,31.2,333,Level 1 Charging,4.7,64991.41,Burgundy,Poland,1,0.0,4.0,6403,5,0,Mid ($50K–$80K),10.673,195.17,Top,416139998.23,Mid (2019-2021)
Maserati,Grecale Folgore,2017,Lithium-Ion,141.2,112,Ultra-Fast Charging (350 Kw+),6.7,106313.02,Ice Silver,Usa,0,0.0,5.0,10076,3,0,Premium ($80K–$110K),0.793,949.22,Low,1071209989.5200001,Early (2015-2018)
Rivian,EDV (Electric Delivery Van),2018,Nickel-Cobalt-Aluminum,84.0,130,Chademo,8.7,41163.2,Crimson Red,South Africa,2,0.0,5.0,3131,5,0,Budget (<$50K),1.548,316.64,Low,128881979.19999999,Early (2015-2018)
Volkswagen,ID.Buzz,2021,Solid-State,96.9,131,Vehicle-To-Grid (V2G),8.1,45684.99,Copper,Spain,3,0.0,4.0,14835,4,0,Budget (<$50K),1.352,348.74,Low,677736826.65,Mid (2019-2021)
Volvo,XC40 Recharge,2018,Nickel-Metal Hydride,121.4,399,Ccs,2.3,49725.0,Sunset Orange,Hungary,4,0.0,4.0,10102,4,0,Budget (<$50K),3.287,124.62,Medium,502321950.0,Early (2015-2018)
Honda,e:Ny1,2016,Nickel-Metal Hydride,125.0,255,Level 2 Charging,3.0,132788.79,Charcoal,Uk,2,0.0,4.0,9792,4,0,Luxury (>$110K),2.04,520.74,Low,1300267831.68,Early (2015-2018)
Canoo,Lifestyle Vehicle,2015,Nickel-Cobalt-Aluminum,131.1,384,Ultra-Fast Charging (350 Kw+),1.6,42228.88,Burgundy,Italy,3,0.0,3.0,4283,3,0,Budget (<$50K),2.929,109.97,Medium,180866293.04,Early (2015-2018)
Canoo,Pickup,2020,Flow Batteries,101.9,430,Dc Fast Charging (Dcfc),7.2,61058.48,Platinum,China,3,0.0,4.0,4220,3,1,Mid ($50K–$80K),4.22,142.0,High,257666785.60000002,Mid (2019-2021)
Faraday Future,FF 91,2016,Lithium-Ion,142.5,125,Nacs,11.1,81978.77,Volcanic Yellow,Thailand,3,0.0,3.0,6132,4,0,Premium ($80K–$110K),0.877,655.83,Low,502693817.64000005,Early (2015-2018)
Toyota,Lexus RZ,2017,Lithium-Ion,99.8,415,Ultra-Fast Charging (350 Kw+),7.9,89866.99,Matte Gray,New Zealand,3,0.0,3.0,17229,3,1,Premium ($80K–$110K),4.158,216.55,High,1548318370.71,Early (2015-2018)
Acura,ZDX (with GM Ultium),2021,Magnesium-Ion,112.7,345,Vehicle-To-Load (V2L),4.5,97878.13,Purple,India,0,0.0,4.0,1919,4,0,Premium ($80K–$110K),3.061,283.7,Medium,187828131.47,Mid (2019-2021)
Lotus,Emeya,2024,Lithium-Iron Phosphate,146.6,151,Ultra-Fast Charging (350 Kw+),8.1,61983.24,Platinum,South Korea,1,0.0,4.0,11626,3,0,Mid ($50K–$80K),1.03,410.49,Low,720617148.24,Recent (2022-2025)
Porsche,Macan EV,2024,Sodium-Ion,124.8,457,Overhead Pantograph Charging,11.0,33384.79,Ice Silver,Brazil,4,0.0,4.0,17764,4,1,Budget (<$50K),3.662,73.05,Medium,593047409.5600001,Recent (2022-2025)
Porsche,Cayenne Electric (upcoming),2015,Solid-State,27.3,408,Ultra-Fast Charging (350 Kw+),0.7,87358.68,Pink,Finland,1,0.0,4.0,1951,3,1,Premium ($80K–$110K),14.945,214.11,Top,170436784.67999998,Early (2015-2018)
Ford,F-150 Lightning,2016,Calcium-Ion,88.4,286,Dc Fast Charging (Dcfc),4.8,143030.79,Cream,Israel,3,0.0,3.0,14315,5,0,Luxury (>$110K),3.235,500.11,Medium,2047485758.8500001,Early (2015-2018)
Mahindra,Born Electric (upcoming range),2017,Lithium-Titanate,145.9,455,Overhead Pantograph Charging,3.1,100674.02,Midnight Black,India,5,0.0,3.0,18770,4,1,Premium ($80K–$110K),3.119,221.26,Medium,1889651355.4,Early (2015-2018)
Opel,Grandland Electric,2015,Nickel-Metal Hydride,98.3,571,Ultra-Fast Charging (350 Kw+),7.9,42493.23,Champagne,Sweden,0,0.0,3.0,2907,5,1,Budget (<$50K),5.809,74.42,High,123527819.61000001,Early (2015-2018)
Mini,Mini Aceman,2020,Nickel-Manganese-Cobalt,21.5,207,Ultra-Fast Charging (350 Kw+),8.5,72057.74,Burgundy,France,0,0.0,3.0,13566,4,0,Mid ($50K–$80K),9.628,348.11,Top,977535300.84,Mid (2019-2021)
Nio,ES8,2023,Nickel-Cobalt-Aluminum,33.2,345,Ultra-Fast Charging (350 Kw+),2.4,38845.13,Rose Gold,Japan,2,0.0,4.0,5574,4,0,Budget (<$50K),10.392,112.59,Top,216522754.61999997,Recent (2022-2025)
Mercedes-Benz,EQS,2023,Aluminum-Ion,147.1,273,Vehicle-To-Load (V2L),8.6,81758.8,Ruby Red,Netherlands,3,0.0,3.0,6225,4,0,Premium ($80K–$110K),1.856,299.48,Low,508948530.0,Recent (2022-2025)
Seat,Avenger,2025,Lithium-Sulfur,58.7,149,Level 2 Charging,5.0,95959.52,Champagne,Sweden,3,0.0,4.0,19667,4,0,Premium ($80K–$110K),2.538,644.02,Low,1887235879.8400002,Recent (2022-2025)
Lucid Motors,Lucid Air,2015,Lithium-Iron Phosphate,42.2,249,Dc Fast Charging (Dcfc),5.9,43861.07,Burgundy,Thailand,5,0.0,4.0,6058,4,0,Budget (<$50K),5.9,176.15,High,265710362.06,Early (2015-2018)
Nio,ES8,2017,Nickel-Manganese-Cobalt,25.8,325,Vehicle-To-Home (V2H),3.5,130449.45,Matte Green,South Korea,5,0.0,4.0,11265,5,0,Luxury (>$110K),12.597,401.38,Top,1469513054.25,Early (2015-2018)
Li Auto,L8,2023,Lithium-Ion,129.3,519,Vehicle-To-Grid (V2G),11.6,112448.15,Aurora Blue,Singapore,3,0.0,5.0,1137,5,1,Luxury (>$110K),4.014,216.66,Medium,127853546.55,Recent (2022-2025)
Ferrari,Ferrari EV (2025+),2024,Flow Batteries,147.8,175,Ccs,11.4,83884.77,Pearl White,Switzerland,1,0.0,4.0,14266,3,0,Premium ($80K–$110K),1.184,479.34,Low,1196700128.8200002,Recent (2022-2025)
Canoo,MPDV,2017,Calcium-Ion,97.4,263,Dc Fast Charging (Dcfc),1.5,96763.7,Matte Gray,Hungary,4,0.0,5.0,19253,5,0,Premium ($80K–$110K),2.7,367.92,Medium,1862991516.1,Early (2015-2018)
Vinfast,VF 9,2016,Nickel-Cobalt-Aluminum,39.5,390,Ccs,11.1,97522.05,Yellow,Czech Republic,2,0.0,5.0,15911,5,0,Premium ($80K–$110K),9.873,250.06,Top,1551673337.55,Early (2015-2018)
Cadillac,Celestiq,2015,Nickel-Metal Hydride,55.8,173,Plug-In Hydrogen Refueling,0.9,136748.91,Pink,Belgium,3,0.0,4.0,662,4,0,Luxury (>$110K),3.1,790.46,Medium,90527778.42,Early (2015-2018)
Canoo,Pickup,2019,Lithium-Sulfur,129.6,539,Ccs,11.7,57354.89,Magenta,Malaysia,2,0.0,5.0,2925,3,1,Mid ($50K–$80K),4.159,106.41,High,167763053.25,Mid (2019-2021)
Geely,Geometry A,2021,Lithium-Titanate,83.0,364,Overhead Pantograph Charging,9.9,91832.36,Pearl White,China,4,0.0,5.0,18634,3,0,Premium ($80K–$110K),4.386,252.29,High,1711204196.24,Mid (2019-2021)
Porsche,Macan EV,2018,Calcium-Ion,27.5,116,Vehicle-To-Home (V2H),1.1,73245.01,Metallic Silver,Portugal,3,0.0,3.0,1001,3,0,Mid ($50K–$80K),4.218,631.42,High,73318255.00999999,Early (2015-2018)
Byd,Dolphin,2024,Nickel-Manganese-Cobalt,43.1,545,Vehicle-To-Load (V2L),7.2,71971.19,Pearl White,Spain,5,0.0,4.0,1626,3,1,Mid ($50K–$80K),12.645,132.06,Top,117025154.94,Recent (2022-2025)
Ferrari,SF90 Stradale (PHEV),2018,Flow Batteries,49.3,205,Battery Swapping,8.0,91593.75,Navy Blue,Usa,1,0.0,3.0,7332,4,0,Premium ($80K–$110K),4.158,446.8,High,671565375.0,Early (2015-2018)
Cadillac,Celestiq,2025,Lithium-Sulfur,75.1,292,Overhead Pantograph Charging,5.8,56185.09,Magenta,South Africa,3,0.0,4.0,12262,5,0,Mid ($50K–$80K),3.888,192.41,Medium,688941573.5799999,Recent (2022-2025)
Genesis,GV80 Electric,2019,Flow Batteries,34.1,132,Mobile Charging,11.9,106871.37,Bronze,Spain,5,0.0,3.0,1860,5,0,Premium ($80K–$110K),3.871,809.63,Medium,198780748.2,Mid (2019-2021)
Xpeng,G9,2025,Nickel-Metal Hydride,113.8,435,Vehicle-To-Load (V2L),12.0,61131.15,Tan,Thailand,0,0.0,3.0,11244,5,1,Mid ($50K–$80K),3.822,140.53,Medium,687358650.6,Recent (2022-2025)
Dacia,Jogger Hybrid,2025,Lead-Acid,103.0,343,Overhead Pantograph Charging,6.3,131450.31,Titanium,United Arab Emirates,0,0.0,5.0,18318,3,0,Luxury (>$110K),3.33,383.24,Medium,2407906778.58,Recent (2022-2025)
